comment,id,rating,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Не понравился результат,Не понравилось качество
Спасибо огромное 🫶🏼,3917341.0,5.0,1,0,0,0,0,0,0
"Большое спасибо, очень внимательно и клиентоориентированность на высшем уровне ",3917445.0,5.0,1,1,0,0,0,0,0
Спасибо большое за оперативное решение,3917598.0,5.0,1,0,0,0,1,0,0
Отличное обслуживание.,3917634.0,5.0,1,0,0,0,0,0,0
Всё решили ,3917644.0,5.0,1,0,0,0,0,0,0
"спасибо за оперативность_x000D__x000D_
",3918105.0,5.0,1,0,0,0,1,0,0
"Быстро выявили ошибку в показаниях, и не стала делать в убыток мне . Позвонила мне , уточнила и решила всё. Огромное спасибо Вам . ✈️ меняется в лучшую сторону ",3918118.0,5.0,1,0,1,0,1,0,0
Ключи работают. ,3918621.0,5.0,1,0,0,0,0,0,0
"Спасибо большое!_x000D__x000D_
Выполнили работу быстро и аккуратно!",3918647.0,5.0,1,1,0,0,1,0,0
"Все быстро, качественно, как договорились. Спасибо.",3918748.0,5.0,1,1,1,0,1,0,0
Всё отлично! Спасибо большое!,3918861.0,5.0,1,1,0,0,0,0,0
Самый вежливый работник ,3919084.0,5.0,1,0,1,0,0,0,0
Четко и я оперативно,3919087.0,5.0,1,1,0,0,1,0,0
Очень быстро!,3919096.0,5.0,1,0,0,0,0,0,0
Спасибо за выписки. Счет на эту сумму когда подкрепят в приложение?,3919099.0,5.0,1,0,0,0,0,0,0
"Достаточно быстро, спасибо !",3919231.0,5.0,1,0,0,0,1,0,0
"оперативно устранили, дали консультацию ",3919253.0,5.0,1,0,1,0,1,0,0
спасибо огромное специалисту за оперативность и профессионализм. ,3919349.0,5.0,1,1,1,0,1,0,0
"Напор стал хорошим,  спасибо ",3919367.0,5.0,1,0,0,0,0,0,0
Благодарю за качественную и оперативную работу сотрудников УК! С наилучшими пожеланиями к Вам!🙌🏻,3919407.0,5.0,1,1,0,0,1,0,0
Все отлично! Спасибо за быстрое устранение проблемы),3919607.0,5.0,1,0,0,0,1,0,0
"Оперативно среагировали, пришло большое количество строителей и помогли убрать всю воду. ",3919776.0,5.0,1,0,0,0,1,0,0
Виталик молодец. ,3919877.0,5.0,1,0,0,0,0,0,0
"Спасибо большое, что все быстро починили!!! Спасибо за хорошую работу!",3920112.0,5.0,1,1,0,0,1,0,0
"Была протечка смесителя в ванной, мастер пришел в течении полу часа, поменял прокладки. Вопрос решен.",3920141.0,5.0,1,0,0,0,1,0,0
Самый лучший клиентский менеджер!!! Всегда идеально решает все вопросы!!!,3920353.0,5.0,1,1,1,0,0,0,0
Быстро устранили проблему ,3920384.0,5.0,1,0,0,0,1,0,0
заявка выполнена мгновенно 👍,3920419.0,5.0,1,0,0,0,1,0,0
Спасибо Татьяне!) Быстро и понятно все объяснила!),3920519.0,5.0,1,0,1,0,0,0,0
Быстрая реакция на обращение. На данный момент протечек нет.,3920546.0,5.0,1,0,0,0,1,0,0
благодарю!,3920561.0,5.0,1,0,0,0,0,0,0
Спасибо большое,3920710.0,5.0,1,0,0,0,0,0,0
"Вопрос был решен оперативно . Спасибо как сантехнику , так и менеджеру . К сожалению не спросила имена . ",3920898.0,5.0,1,1,1,0,1,0,0
Выполнено быстро и качественно.  Починили перила. ,3920982.0,5.0,1,1,0,0,1,0,0
Спасибо за оперативно отработанную заявку,3921006.0,5.0,1,0,0,0,1,0,0
Очень грамотный специалист. Устранил моментально.,3921008.0,5.0,1,1,0,0,1,0,0
Спасибо за оперативную уборку! ,3921012.0,5.0,1,0,0,0,1,0,0
"Проблема решена с дверью,взаимодействие с овд игнорировано.",3921069.0,5.0,1,1,0,0,0,0,0
"спасибо большое, очень быстро и оперативно ,мастер классный , отлично знает свою работу",3921087.0,5.0,1,1,0,0,1,0,0
"было бы 5 звезд, но пришлось действовать через руководство, поэтому четыре. ",3921135.0,4.0,1,0,0,0,0,0,1
сантехник пришел в течение 20 минут. вежливый. проблему разрешил .,3921169.0,5.0,1,1,0,0,1,0,0
Лучший!,3921214.0,5.0,1,0,0,0,0,0,0
спасибо сегодня возвращался домой и запаха не почувствовал,3921394.0,5.0,1,1,0,0,0,0,0
Электрик прибежал оперативно и отключил сигнал пожарной тревоги. ,3921414.0,5.0,1,0,0,0,1,0,0
Большое спасибо! Очень оперативно 👍🏻💕,3921572.0,5.0,1,0,0,0,1,0,0
Все быстро и оперативно. Спасибо ,3921610.0,5.0,1,0,0,0,1,0,0
Благодарю! ,3921711.0,5.0,1,0,0,0,0,0,0
"Проблему устранили, но не сообщили по запросу, сколько потребуется времени на её решение",3921850.0,4.0,1,0,0,0,0,1,0
Спасибо за прямую связь со специалистом который смог устранить неисправность!,3921888.0,5.0,1,1,1,0,0,0,0
"проблема решена, теперь всё работает как надо",3921907.0,5.0,1,1,0,0,0,0,0
"спасибо 🤗 _x000D__x000D_
",3921924.0,5.0,1,0,0,0,0,0,0
"днём звонили был занят за рулём извините,,,, вечером пришли домой всё пересмотрели проверили вашу информацию спасибо нам всё понятно всё на каждый вопрос Вы ответили!!! спасибо Вам большое.!!!",3922048.0,5.0,1,1,1,0,0,0,0
Большое спасибо. Все нормально работает.,3922180.0,5.0,1,0,0,0,0,0,0
Очень оперативно! всë исправили,3922350.0,5.0,1,1,0,0,1,0,0
"Быстро, качествено и оперативно. ",3922395.0,5.0,1,1,0,0,1,0,0
"Отзвонились, зафиксировали, дежурный электрик молодец 👏🏻 ",3922415.0,5.0,1,0,1,0,0,0,0
всё очень быстро сделали ,3922505.0,5.0,1,0,0,0,1,0,0
спасибо огромное за быстрое решение моей заявки! 👍,3922516.0,5.0,1,0,0,0,1,0,0
"Электрик пришел, все проверил и нам объяснил все. Спасибо большое! ",3922726.0,5.0,1,1,1,0,0,0,0
"Только положительные эмоции,специалист очень ответственный,огромная благодарность!",3922770.0,5.0,1,0,0,0,1,0,0
Откусили конец сгоревшего Ноля. Заменили левый автомат. Будем наблюдать далее.,3922826.0,5.0,1,0,0,0,0,1,0
Мастеру Александру спасибо большое! ,3922849.0,5.0,1,0,0,0,0,0,0
"Вежливые, доброжелательные. Разъяснили, подсказали.",3922963.0,5.0,1,0,1,0,0,0,0
Хорошая девушка менеджер ! Очень понятливая и на 100% вошла в положение всех жителей и донесла это до руководства ! Благодарю её! ,3923000.0,5.0,1,0,1,0,0,0,0
Спасибо большое за оперативность! Хорошего дня вам! ,3923075.0,5.0,1,0,0,0,1,0,0
Все хорошо !  Быстро пришел мастер сделал все четко . ,3923181.0,5.0,1,1,0,0,1,0,0
"Самое главное,оперативно.",3923198.0,5.0,1,0,0,0,1,0,0
прекрасный мастер ,3923385.0,5.0,1,0,0,0,0,0,0
"Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.",3923395.0,5.0,1,1,0,0,1,0,0
"Отличный специалист, вопрос решен. Спасибо.",3923512.0,5.0,1,0,0,0,0,0,0
устранили неполадку очень оперативно и качественно. большое спасибо. ,3923554.0,5.0,1,1,0,0,1,0,0
"Сделали после того,как написали в наш город заявки соседи ",3923598.0,1.0,1,0,0,0,0,0,0
"Оперативно и быстро,спасибо Сергею!",3923670.0,5.0,1,1,0,0,1,0,0
спасибо) вы классные 🥰,3923717.0,5.0,1,0,0,0,0,0,0
Спасибо большое 🌹,3923812.0,5.0,1,0,0,0,0,0,0
в лучшем виде ,3923890.0,5.0,1,1,0,0,0,0,0
"Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!",3924204.0,5.0,1,0,1,0,1,0,0
Спасибо большое вам за работу!,3924205.0,5.0,1,0,0,0,0,0,0
"все быстро и оперативно _x000D__x000D_
",3924313.0,5.0,1,0,0,0,1,0,0
"Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ",3924411.0,4.0,1,0,0,0,0,1,0
"Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ",3924430.0,5.0,1,0,0,0,0,1,0
Приехали быстро. Спасибо!,3924431.0,5.0,1,0,0,0,1,0,0
Всё быстро . Работа выполнена,3924473.0,5.0,1,1,0,0,1,0,0
Благодарю за оперативность! ,3924547.0,5.0,1,0,0,0,1,0,0
"спасибо, отлично ",3924568.0,5.0,1,0,0,0,0,0,0
спасибо за быструю реакцию!,3924647.0,5.0,1,0,0,0,1,0,0
Все супер,3924661.0,5.0,1,0,0,0,0,0,0
все отлично.,3924685.0,5.0,1,0,0,0,0,0,0
Претензий нет,3924836.0,5.0,1,0,0,0,0,0,0
"Спасибо большое мастеру, все починил, объяснил! ",3924911.0,5.0,1,1,1,0,0,0,0
спасибо большое всем кто помог решить данную проблему ,3925142.0,5.0,1,0,0,0,0,0,0
"Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.",3925271.0,5.0,1,0,1,0,0,0,0
Спасибо огромное,3925293.0,5.0,1,0,0,0,0,0,0
Все очень хорошо ,3925338.0,5.0,1,0,0,0,0,0,0
Быстро и четко!)),3925362.0,5.0,1,0,0,0,1,0,0
замечательный шутро и быстро сделали Молодец 👍,3925459.0,5.0,1,0,0,0,1,0,0
спасибо. решили оперативно! ,3925547.0,5.0,1,0,0,0,1,0,0
Быстро качественно ,3925566.0,5.0,1,1,0,0,1,0,0
Отличный специалист! ,3925616.0,5.0,1,0,0,0,0,0,0
Спасибо Никита💪,3925656.0,5.0,1,0,0,0,0,0,0
Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.,3925871.0,5.0,1,0,1,0,1,0,0
Спасибо за оперативность.,3925996.0,5.0,1,0,0,0,1,0,0
спасибо за информацию!,3926222.0,5.0,1,0,0,0,0,0,0
Очень нравится что стали поливать газон,3926410.0,5.0,1,0,0,0,0,0,0
мастер супер!!!,3926559.0,5.0,1,0,0,0,0,0,0
спасибо большое за скорость,3926660.0,5.0,1,0,0,0,1,0,0
Спасибо дежурному сантехнику,3926685.0,5.0,1,0,0,0,0,0,0
"оперативно,спасибо",3926829.0,5.0,1,0,0,0,1,0,0
Сотрудник позвонил и всё понятно объяснил. Спасибо.,3926847.0,5.0,1,0,1,0,0,0,0
Спасибо Вам Татьяна. Хорошего дня 🤝👍😎,3926885.0,5.0,1,0,1,0,0,0,0
Благодарю УК за оперативность и решение моего вопроса.,3926964.0,5.0,1,0,1,0,1,0,0
хорошо ,3927060.0,1.0,1,0,0,0,0,0,0
спасибо за оперативность! ,3927168.0,5.0,1,0,0,0,1,0,0
"Сотрудник супер,вежливый и работа выполнена на 5+",3927330.0,5.0,1,1,1,0,0,0,0
Спасибо. Очень быстро приняли меры.,3927378.0,5.0,1,0,0,0,1,0,0
Все доступно объяснили.,3927480.0,5.0,1,0,1,0,0,0,0
"Отличный специалист. Все показал, рассказал объяснил.",3927514.0,5.0,1,0,1,0,0,0,0
"отзывчивые менеджеры, всем спасибо за быстроту",3927621.0,5.0,1,0,1,0,1,0,0
"Дана консультация, жду решения",3927634.0,5.0,0,0,1,0,0,0,0
Очень оперативно! Спасибо большое!!! ,3927735.0,5.0,0,0,0,0,1,0,0
Оперативно и четко решен вопрос. Благодарю. ,3927815.0,5.0,1,1,0,0,1,0,0
все на высшем уровне ,3927826.0,5.0,1,1,0,0,1,0,0
Спасибо 👍🏻👍🏻👍🏻,3927830.0,5.0,1,0,0,0,0,0,0
"Спасибо,что включили кран ",3927965.0,5.0,1,0,0,0,0,0,0
Лучший специалист! Спасибо ,3928090.0,5.0,1,0,0,0,0,0,0
"проблема не решена,но даны исчерпывающие разъяснения и рекомеедации",3928119.0,5.0,0,0,1,0,0,0,0
Идеально!,3928138.0,5.0,1,0,0,0,0,0,0
спасибо большое за помощь!Мария решила быстро вопрос.Настоящий специалист. ,3928192.0,5.0,1,0,1,0,1,0,0
"Супер, спасибо !",3928281.0,5.0,1,0,0,0,0,0,0
"все прошло быстро,спасибо сотруднику. ",3928288.0,5.0,1,0,0,0,1,0,0
"Благодаря помощи Анастасии, быстро всё решили. Отличная, оперативная работа",3928290.0,5.0,1,0,0,0,1,0,0
Быстро и оперативно спасибо мастеру ,3928297.0,5.0,1,0,0,0,1,0,0
Спасибо за вашу работу! ,3928345.0,5.0,1,0,0,0,0,0,0
Все устранили в короткие сроки. Молодцы,3928349.0,5.0,1,0,0,0,1,0,0
"быстро, качественно, без лишних вопросов и нюансов ",3928497.0,5.0,1,1,0,0,1,0,0
"оперативно,  качественно! спасибо!",3928714.0,5.0,1,1,0,0,1,0,0
отличная работа,3928825.0,5.0,1,0,0,0,0,0,0
спасибо за быстрое решение вопроса! ,3928888.0,5.0,1,0,0,0,1,0,0
Спасибо за вашу работу ,3928911.0,5.0,1,0,0,0,0,0,0
очень оперативно. спасибо,3929011.0,5.0,1,0,0,0,1,0,0
Мгновенно. Спасибо,3929431.0,5.0,1,0,0,0,1,0,0
"Оказалось, что это не авария, а нюансы системы водоснабжения и отопления._x000D__x000D_
Всё подробно объяснили, спасибо!)",3929549.0,5.0,1,0,1,0,0,0,0
"Спасибо. Отличная работа, прекрасный коллектив ",3929557.0,5.0,1,0,1,0,0,0,0
Спасибо) Оперативно устранили проблему.,3929624.0,5.0,1,0,0,0,1,0,0
"быстро понятно спасибо _x000D__x000D_
",3929881.0,5.0,1,0,1,0,1,0,0
вопрос решен,3929910.0,5.0,1,0,0,0,0,0,0
Спасибо за проявленное участие и инциативу.,3929918.0,4.0,1,0,0,0,0,0,0
Ок. ,3929919.0,5.0,1,0,0,0,0,0,0
Хоть на заявки быстро отреагировали ,3929997.0,5.0,1,0,0,1,1,0,0
Заменили,3930019.0,5.0,1,0,0,0,0,0,0
Спасибо большое за оперативное реагирование и устранение неисправностей! ,3930202.0,5.0,1,0,0,0,1,0,0
Большое спасибо за оперативность решения вопроса!,3930255.0,5.0,1,0,0,0,1,0,0
грамотный специалист.,3930387.0,5.0,1,0,1,0,0,0,0
"Электрик быстро пришёл и всё устранил! Спасибо, очень доволен работой! ",3930751.0,5.0,1,1,0,0,1,0,0
"Спасибо за оперативность, желательно проверить и другие столбы освещения ",3930767.0,5.0,1,0,0,0,1,0,0
супер оперативно,3930838.0,5.0,1,0,0,0,1,0,0
быстро умтранили,3930866.0,5.0,1,0,0,0,1,0,0
Оперативно и качественно мастер решил проблему! Огромное спасибо ему.,3930927.0,5.0,1,1,0,0,1,0,0
"Быстро исправили, спасибо!",3931016.0,5.0,1,0,0,0,1,0,0
Супер!!!!,3931178.0,5.0,1,0,0,0,0,0,0
Благодарю за помощь!,3931695.0,5.0,1,0,0,0,0,0,0
"Оперативно, аккуратно, в удобное время. ",3932129.0,5.0,1,0,0,0,1,0,0
"Быстро обработали заявку, спасибо за оперативность",3932312.0,5.0,1,0,0,0,1,0,0
Спасибо большое.,3932338.0,5.0,1,0,0,0,0,0,0
Благодарю !,3932396.0,5.0,1,0,0,0,0,0,0
"Молодцы, спасибо ",3932459.0,5.0,1,0,0,0,0,0,0
Всё сделали отлично,3932495.0,5.0,1,1,0,0,0,0,0
Хороший мастер сделал всё быстро ,3932575.0,5.0,1,0,0,0,1,0,0
проблема решена после того как сходил в офис и разьяснил на пальцах,3932622.0,3.0,1,0,0,1,0,0,0
"Работа выполнена,  в кратчайший срок. Благодарю ",3932847.0,5.0,1,0,0,0,1,0,0
"Мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. Спасибо!",3932946.0,5.0,1,0,1,0,0,0,0
Все сделали очень быстро! Спасибо большое!,3932950.0,5.0,1,0,0,0,1,0,0
"При личном общении были решены все вопросы, полное взаимопонимание, отлично выполненная работа... ",3932971.0,5.0,1,1,1,0,0,0,0
супер оперативно ,3933004.0,5.0,1,0,0,0,1,0,0
Всё супер ,3933019.0,5.0,1,0,0,0,0,0,0
"Спасибо, всё оперативно сделано!",3933123.0,5.0,1,0,0,0,1,0,0
"спасибо,отреагировали очень быстро!",3933159.0,5.0,1,0,0,0,1,0,0
"очень быстро отреагировали..посмотрим ,как дальше будет..",3933243.0,5.0,1,0,0,0,1,0,0
"Здравствуйте. Спасибо Геннадию за работу. Все проверил и решил работу. Просьба если ранее вопрос не решен, то не закрывать заявки просто так, а передавать информацию специалистам в указанной сфере. ",3933289.0,5.0,1,0,0,0,0,0,0
"Благодарю за оперативное решение. Ответственный сотрудник держал меня в курсе выполнения заявки,за что ему отдельное спасибо.Очень клиентоориентированный подход! Спасибо!",3933331.0,5.0,1,0,1,0,1,0,0
спасибо! очень оперативно! 5+,3933373.0,5.0,1,0,0,0,1,0,0
"Вауу, супер спасибо",3933799.0,5.0,1,0,0,0,0,0,0
Наконец то.  Спасибо. ,3933980.0,5.0,1,0,0,0,0,0,0
"Огромное спасибо, очень помогли! Быстро и профессионально! ",3934049.0,5.0,1,0,0,0,1,0,0
"все нормально, спасибо_x000D__x000D_
_x000D__x000D_
_x000D__x000D_
",3934120.0,5.0,1,0,0,0,0,0,0
"Спасибо огромное Татьяне, вопрос решился очень оперативно и четко. ",3934243.0,5.0,1,0,1,0,1,0,0
Большое спасибо мастеру 👍,3934321.0,5.0,1,0,0,0,0,0,0
"Спасибо оператору,  деж. (аварийной) смене за оперативную работу!!!",3934485.0,5.0,1,0,1,0,1,0,0
"Проблему решили временно, надеюсь люк поменяют",3934520.0,1.0,1,0,0,1,0,0,0
"Отреагировали оперативно, проблему решили и исправили по звонку телефона! _x000D__x000D_
 ",3934549.0,5.0,1,0,1,0,1,0,0
Ольга Птушкина  очень быстро и грамотно решила наш вопрос .Большое спасибо !!!,3934613.0,5.0,1,0,1,0,1,0,0
Спасибо за обратную связь! ,3934650.0,5.0,1,0,0,0,0,0,0
очень оперативно внесли данные по поверке ,3934651.0,5.0,1,0,0,0,1,0,0
"Спасибо Вам большое, быстро среагировали",3934695.0,5.0,1,0,0,0,1,0,0
Решилось само собой,3934911.0,2.0,0,0,0,1,0,0,0
"Сантехник очень быстро отключил воду, а сварщик очень быстро и качественно устранил проблему вновь, надеюсь, больше не увидимся ",3934913.0,5.0,1,1,0,0,1,0,0
Быстро среагировали ,3934970.0,5.0,1,0,0,0,1,0,0
Спасибо за оперативность,3935029.0,5.0,1,0,0,0,1,0,0
"Все сделали в течении часа, спасибо.",3935103.0,5.0,1,0,0,0,1,0,0
"Спасибо, большое!",3935129.0,5.0,1,0,0,0,0,0,0
Большое спасибо я! Оперативно все сделали!,3935268.0,5.0,1,0,0,0,1,0,0
Спасибо за фотоотчет,3935291.0,5.0,1,0,0,0,0,0,0
"Спасибо большое, свет сделали",3935478.0,5.0,1,0,0,0,0,0,0
Быстро отреагировали. Пятерка!👍 Спасибо.,3935483.0,5.0,1,0,0,0,1,0,0
"Спасибо_x000D__x000D_
",3935546.0,5.0,1,0,0,0,0,0,0
Мастер своего дела!,3935575.0,5.0,1,0,0,0,0,0,0
спасибо!!,3935593.0,5.0,1,0,0,0,0,0,0
отличный сантехник. спасибо за работу!,3935602.0,5.0,1,0,0,0,0,0,0
замечания устранены,3935655.0,5.0,1,0,0,0,0,0,0
Оперативно исправили неполадку. Спасибо! ,3935801.0,5.0,1,0,0,0,1,0,0
Огромная благодарность за оперативное и корректное решение моего вопроса!🌸,3935871.0,5.0,1,0,1,0,1,0,0
Супер! Спасибо большое!,3935906.0,5.0,1,0,0,0,0,0,0
"спасибо, быстро и качественно ",3936172.0,5.0,1,1,0,0,1,0,0
"Татьяна - супер сотрудник, оперативно решает все вопросы, касательно аренды парковочного места в Пригороде Лесном.   Татьяна максимально ответственный и отзывчивый человек!  Лучший сотрудник в Управляющей компании, по моему личному мнению!",3936198.0,5.0,1,0,1,0,1,0,0
Реагировали быстро отключили сигнализацию пожарный тревоги. Спасибо огромное! ,3936258.0,5.0,1,0,0,0,1,0,0
спасибо что проверили ! пеекрасная работа!,3936309.0,5.0,1,1,0,0,0,0,0
Спасибо! Оперативно!,3936353.0,5.0,1,0,0,0,1,0,0
"ответили быстро, но увы ничего не смогут сделать.",3936497.0,3.0,0,0,0,1,1,0,0
спасибо за быстрое устранение проблемы ,3936508.0,5.0,1,0,0,0,1,0,0
"Здравствуйте! Большое спасибо дежурному диспетчеру-перезвонил в течение 5 минут от подачи заявки. Благодарю за сотрудничество! С уважением, Ю. П. ",3936546.0,5.0,1,0,1,0,1,0,0
"Четко и понятно, спасибо",3936571.0,5.0,1,0,0,0,0,0,0
"Спасибо, оператор умничка",3936715.0,5.0,1,0,1,0,0,0,0
быстро ,3936736.0,5.0,1,0,0,0,1,0,0
Спасибо большое. Проблему мастер решил быстро и качественно 👍!!!,3936835.0,5.0,1,1,0,0,1,0,0
"Спасибо, Валерию! Все исправил, теперь дома тишина и спокойствие☺️",3936898.0,5.0,1,0,0,0,0,0,0
"Лифт работает,,спасибо.",3936999.0,5.0,1,0,0,0,0,0,0
"Спасибо , оперативно и качественно ",3937078.0,5.0,1,1,0,0,1,0,0
"специалисты приехали быстро, спустили грузовой застрявший лифт на 1 этаж, освободили человека. большое спасибо _x000D__x000D_
",3937325.0,5.0,1,0,0,0,1,0,0
"Ольга, большое спасибо. Хорошего дня.",3937478.0,5.0,1,0,0,0,0,0,0
отлично ,3937646.0,5.0,1,0,0,0,0,0,0
" большое спасибо! _x000D__x000D_
_x000D__x000D_
",3937780.0,5.0,1,0,0,0,0,0,0
"надписи убраны, но внешний вид панелей щита испорчен. остались царапины. ",3937801.0,4.0,1,0,0,1,0,0,0
"Все, решили оперативно ",3937869.0,5.0,1,0,0,0,1,0,0
спасибо большое за оперативность 🤝,3937942.0,5.0,1,0,0,0,1,0,0
"Работы непосредственно по замене сливной фурнитуры ванны выполнены быстро и качественно. А вот согласование работ - процесс бесконечный, к сожалению и не в пользу собственника. Хорошо, что удалось достичь консенсуса. ",3938059.0,5.0,1,1,0,1,1,0,0
Оперативно! Спасибо ,3938404.0,5.0,1,0,0,0,1,0,0
"Устранили быстро. Хотелось бы заметить в целом недостатки крепления как в проектировании, когда в металлическую дверь доводчики крепятся обычными саморезами. По кол-ву дырок от старых мест видно, что сама по себе методика крепления не продумана. Саморез в металл - слабо живущее решение, с недолгим жизненным циклом.",3938452.0,4.0,1,0,0,1,1,0,0
очень быстро ответили,3938472.0,5.0,1,0,0,0,1,0,0
"Мастер достаточно быстро решил наш вопрос. Надо было повернуть направление регулятора температуры на батарее отопления в другую сторону. После выполнения работы аккуратно все протер,что приятно. Большое спасибо! ",3938558.0,5.0,1,1,0,0,1,0,0
Все оперативно и качественно!,3938590.0,5.0,1,1,0,0,1,0,0
Все было сделано быстро и профессионально ,3938597.0,5.0,1,1,0,0,1,0,0
Хороший сотрудник. Приятно общаться и получать ответы на все вопросы. ,3938642.0,5.0,1,0,1,0,0,0,0
Мастер своего дела !,3938658.0,5.0,1,0,0,0,0,0,0
Очень быстро! Оперативно ответили! Спасибо!!!,3938725.0,5.0,1,0,0,0,1,0,0
Спасибо мастерам за оперативность !!! ,3938879.0,5.0,1,0,0,0,1,0,0
Спасибо за работу 🤝 ,3938886.0,5.0,1,0,0,0,0,0,0
Спасибо что быстро ответили👍,3938894.0,5.0,1,0,0,0,1,0,0
спасибо большое вам за качественную работу.,3939087.0,5.0,1,1,0,0,0,0,0
Спасибо Вам за понимание 👍,3939089.0,5.0,1,0,0,0,0,0,0
Оперативно. Спасибо,3939121.0,5.0,1,0,0,0,1,0,0
всё отлично,3939143.0,5.0,1,0,0,0,0,0,0
Очень приятный инженер ,3939235.0,5.0,1,0,0,0,0,0,0
Благодарю за починку лифта! Работает!,3939342.0,5.0,1,0,0,0,0,0,0
"оперативно сделали, спасибо",3939350.0,5.0,1,0,0,0,1,0,0
Быстро и четко)спасибо,3939447.0,5.0,1,1,0,0,1,0,0
Спасибо большое за уборку!,3939683.0,5.0,1,0,0,0,0,0,0
"молодцы, даже нашли время проконсультировать",3939792.0,5.0,1,0,1,0,1,0,0
Молодцы  большое спасибо Оксана!,3939998.0,5.0,1,0,0,0,0,0,0
спасибо. быстро и качественно ,3940060.0,5.0,1,1,0,0,1,0,0
супер! спасибо,3940089.0,5.0,1,0,0,0,0,0,0
"супер, теперь кнопка светится",3940096.0,5.0,1,0,0,0,0,0,0
очень оперативно! спасибо огромное! ,3940214.0,5.0,1,0,0,0,1,0,0
"Пришли,, окна подкрутили. Быстро. ",3940375.0,5.0,1,0,0,0,1,0,0
"спасибо что поставили, теперь ждем отопления чтоб понять работает или нет. ",3940395.0,5.0,1,0,0,0,0,0,0
спасибо Вам за работу ,3940684.0,5.0,1,0,0,0,0,0,0
"быстро, для подъезда вполне хорошо)",3940717.0,5.0,1,0,0,0,1,0,0
Спасибо. Все понятно и благодушно разъяснили.,3940757.0,5.0,1,0,1,0,0,0,0
Быстро устранили👍🏻,3940842.0,5.0,1,0,0,0,1,0,0
"Мастер все сделал быстро. Все отлично, работой довольна",3940861.0,5.0,1,0,0,0,1,0,0
Спасибо за оперативную обратную связь 🫶,3940903.0,5.0,1,0,1,0,1,0,0
спасибо за грамотного специалиста! ,3940995.0,5.0,1,0,0,0,0,0,0
отличный специалист Максим Луговой,3941055.0,5.0,1,0,0,0,0,0,0
"Большое спасибо, всё сделали",3941141.0,5.0,1,0,0,0,0,0,0
Отличная работа! очень профессиональный и вежливый сотрудник!,3941162.0,5.0,1,1,0,0,0,0,0
спасибо оперативно!! ;,3941255.0,5.0,1,0,0,0,1,0,0
"быстро сработали, позвонили, сказали, что все хорошо ,ложная тревога ",3941310.0,5.0,1,0,1,0,1,0,0
быстро и оперативно демонтировали замок,3941386.0,5.0,1,0,0,0,1,0,0
Спасибо за оперативную работу !!!,3941438.0,5.0,1,0,0,0,1,0,0
"Оперативно, благодарю!",3941457.0,5.0,1,0,0,0,1,0,0
Большое спасибо сантехнику! ,3941503.0,5.0,1,0,0,0,0,0,0
супер-быстро помогли. по телефону помогли все решить. отлично!,3941548.0,5.0,1,0,1,0,1,0,0
Лифт снова работает. Заявку исполнили очень быстро,3941672.0,5.0,1,0,0,0,1,0,0
Быстро и четко!!!,3941682.0,5.0,1,1,0,0,1,0,0
Если бы не сотрудник УК Никита - уборщицы бы никогда нормально не помыли нам этаж,3941724.0,5.0,1,0,0,0,0,0,0
"Проблема устранена, достаточно оперативно ",3941762.0,5.0,1,0,0,0,1,0,0
"Спасибо сотруднику ук Никита, благодаря ему нам нормально  помыли  этаж, спасибо большое",3941800.0,5.0,1,0,0,0,0,0,0
"Вопросов нет, молодцы. Супер оперативно ",3941819.0,5.0,1,0,0,0,1,0,0
"всё прошло отлично, заранее позвонил предупредил о приходе, сделал всё быстро, вежливый, разулся хотя я говорил что не нужно у нас пыльно. Спасибо.",3941927.0,5.0,1,0,1,0,1,0,0
Благодарю от имени деток и их родителей!,3941951.0,5.0,1,0,0,0,0,0,0
"Отлично, спасибо большое ",3942001.0,5.0,1,0,0,0,0,0,0
Спасибо большое!),3942249.0,5.0,1,0,0,0,0,0,0
Благодарю.,3942254.0,5.0,1,0,0,0,0,0,0
Оперативно мастер подошёл. Все неполадки устранены. Мастер - тактичный молодой человек. Спасибо! ,3942424.0,5.0,1,0,0,0,1,0,0
Исправлено ,3942447.0,5.0,1,0,0,0,0,0,0
Благодарю за оперативность ))Хорошего дня),3942595.0,5.0,1,0,0,0,1,0,0
Большое спасибо🌹,3942627.0,5.0,1,0,0,0,0,0,0
"Оперативно решили вопрос, спасибо.",3942634.0,5.0,1,0,0,0,1,0,0
Замечательный мастер ,3942777.0,5.0,1,0,0,0,0,0,0
Скорость супер ,3942812.0,5.0,1,0,0,0,1,0,0
Быстро проучила,3942818.0,5.0,1,0,0,0,1,0,0
