annotation_id,annotator,comment,created_at,id,lead_time,rating,taxonomy,updated_at,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Скорость ответа работника после запроса
,,,,,,,,,,,,,,
292.0,1.0,"Прислали на следующий день._x000D__x000D_
",2025-05-09 19:49:17.878,3896981.0,4.653,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:49:17.878,,,,,,
,,,,,,,,,,,,,,
293.0,1.0,Очень быстро отреагировали. Работа качественная!,2025-05-09 19:49:23.333,3897000.0,11.589,5.0,"[{""taxonomy"":[[""Скорость ответа работника после запроса""],[""Качество выполненной работы""],[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 16:03:01.850,,,,,,
,,,,,,,,,,,,,,
294.0,1.0,Ну устранено,2025-05-09 19:49:34.950,3897003.0,5.0440000000000005,1.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]",2025-05-09 19:49:34.950,,,,,,
,,,,,,,,,,,,,,
295.0,1.0,спасибо за подсказки и внимательное отношение ,2025-05-09 19:49:49.272,3897016.0,10.476,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""]]}]",2025-05-09 19:49:49.272,,,,,,
,,,,,,,,,,,,,,
296.0,1.0,Сантехник связался сразу. Вопрос решен. ,2025-05-09 19:49:55.637,3897067.0,4.878,5.0,"[{""taxonomy"":[[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:49:55.637,,,,,,
,,,,,,,,,,,,,,
297.0,1.0,Спасибо технику),2025-05-09 19:49:59.789,3897113.0,8.864,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:04:01.447,,,,,,
,,,,,,,,,,,,,,
298.0,1.0,Благодарю.  Всё отлично 👍. ,2025-05-09 19:50:03.130,3897118.0,1.886,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:03.130,,,,,,
,,,,,,,,,,,,,,
299.0,1.0,Спасибо!,2025-05-09 19:50:05.237,3897184.0,1.45,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:05.237,,,,,,
,,,,,,,,,,,,,,
300.0,1.0,спасибо ,2025-05-09 19:50:07.904,3897192.0,1.699,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:07.904,,,,,,
,,,,,,,,,,,,,,
301.0,1.0,Сантехник был ,2025-05-09 19:50:13.817,3897201.0,3.765,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:50:13.817,,,,,,
,,,,,,,,,,,,,,
302.0,1.0,подсказали куда обратиться для решения вопроса,2025-05-09 19:50:18.022,3897252.0,3.579,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:50:18.022,,,,,,
,,,,,,,,,,,,,,
303.0,1.0,Спасибо большое за информацию. Татьяна молодец!,2025-05-09 19:50:23.138,3897281.0,7.638,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:04:13.200,,,,,,
,,,,,,,,,,,,,,
304.0,1.0,"электрик пришёл в день обращения, снял показания, счеткик работает, сотрудник вежливый. благодарю. ",2025-05-09 19:51:07.266,3897654.0,51.338,5.0,"[{""taxonomy"":[[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:04:21.938,,,,,,
,,,,,,,,,,,,,,
305.0,1.0,Все было сделано быстро и качественно.,2025-05-09 19:51:13.882,3897730.0,3.32,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:13.882,,,,,,
,,,,,,,,,,,,,,
306.0,1.0,Все было сделано быстро и качественно.,2025-05-09 19:51:17.387,3897737.0,2.579,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:17.387,,,,,,
,,,,,,,,,,,,,,
307.0,1.0,Все было сделано быстро и качественно.,2025-05-09 19:51:20.549,3897741.0,2.486,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:20.549,,,,,,
,,,,,,,,,,,,,,
308.0,1.0,Спасибо,2025-05-09 19:51:22.859,3897826.0,1.539,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:51:22.859,,,,,,
,,,,,,,,,,,,,,
309.0,1.0,"Напор стал гораздо сильнее, небо и земля. Быстро поняли причину слабого напора. Спасибо ",2025-05-09 19:51:33.008,3897831.0,8.638,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:33.008,,,,,,
,,,,,,,,,,,,,,
310.0,1.0,"Спасибо за вашу работу! Вычислить бы, кто вырвал предыдущий доводчик и наказать! А вам спасибо!",2025-05-09 19:51:41.675,3898045.0,4.953,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:51:41.675,,,,,,
,,,,,,,,,,,,,,
311.0,1.0,"да открыла спасибо_x000D__x000D_
",2025-05-09 19:51:44.655,3898232.0,2.184,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:51:44.655,,,,,,
,,,,,,,,,,,,,,
312.0,1.0,"быстро позвонили, пришли все сделали,спасибо ",2025-05-09 19:51:57.791,3898417.0,9.745,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Скорость ответа работника после запроса""],[""Вопрос решен""]]}]",2025-05-09 19:51:57.791,,,,,,
,,,,,,,,,,,,,,
313.0,1.0,"Молодцы, очень оперативно!!!!! Прям минус одна головная боль ",2025-05-09 19:52:06.493,3898427.0,8.02,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""],[""Скорость ответа работника после запроса""]]}]",2025-05-09 19:52:06.493,,,,,,
,,,,,,,,,,,,,,
314.0,1.0,"Очень быстро, качественно. Спасибо! 🤝",2025-05-09 19:52:12.732,3898572.0,5.009,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:52:12.732,,,,,,
,,,,,,,,,,,,,,
315.0,1.0,спасибо большое за разъяснения и за оперативность,2025-05-09 19:52:21.916,3898709.0,8.542,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""]]}]",2025-05-09 19:52:21.916,,,,,,
,,,,,,,,,,,,,,
316.0,1.0,"Спасибо _x000D__x000D_
",2025-05-09 19:52:24.373,3898733.0,1.708,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:52:24.373,,,,,,
,,,,,,,,,,,,,,
317.0,1.0,"сотрудники работают на 5+ ! мгновенно обрабатываются заявки, ответ поступает сразу и всё решается.отличный сервис, очень приятно)",2025-05-09 19:52:35.717,3898761.0,963.115,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Компетентность работника в общение""],[""Скорость ответа работника после запроса""],[""Вопрос решен""],[""Качество работы сотрудника""],[""Качество выполненной работы""]]}]",2025-05-10 16:20:46.407,,,,,,
,,,,,,,,,,,,,,
318.0,1.0,Быстро и понятно ,2025-05-09 19:52:39.898,3898762.0,2.251,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:52:39.898,,,,,,
,,,,,,,,,,,,,,
319.0,1.0,Спасибо за консультацию!,2025-05-09 19:52:42.739,3898819.0,2.066,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""]]}]",2025-05-09 19:52:42.739,,,,,,
,,,,,,,,,,,,,,
320.0,1.0,спасибо за оперативность ,2025-05-09 19:52:45.908,3898847.0,2.506,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:52:45.908,,,,,,
,,,,,,,,,,,,,,
321.0,1.0,спасибо,2025-05-09 19:52:48.776,3898925.0,2.047,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:52:48.776,,,,,,
,,,,,,,,,,,,,,
322.0,1.0,"Просто и удобно, а также быстро и экономия времени и ресурсов_x000D__x000D_
.",2025-05-09 19:52:54.845,3899012.0,5.301,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Скорость выполненной работы""],[""Скорость ответа работника после запроса""],[""Вопрос решен""]]}]",2025-05-09 19:52:54.845,,,,,,
,,,,,,,,,,,,,,
323.0,1.0,Отлично!,2025-05-09 19:53:00.932,3899166.0,1.992,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:00.932,,,,,,
,,,,,,,,,,,,,,
324.0,1.0,Спасибо! ,2025-05-09 19:53:03.159,3899751.0,1.652,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:03.159,,,,,,
,,,,,,,,,,,,,,
325.0,1.0,Норм,2025-05-09 19:53:08.567,3899781.0,2.925,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:08.567,,,,,,
,,,,,,,,,,,,,,
326.0,1.0,Отлично все сделано 5 балов.,2025-05-09 19:53:13.517,3899842.0,4.32,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]",2025-05-09 19:53:13.517,,,,,,
,,,,,,,,,,,,,,
327.0,1.0,"четвёрка за то что выслали только со второго раза. _x000D__x000D_
нужную квитанцию! ",2025-05-09 19:53:30.704,3899902.0,16.154,4.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""]]}]",2025-05-09 19:53:30.704,,,,,,
,,,,,,,,,,,,,,
328.0,1.0,Спасибо! ,2025-05-09 19:53:38.620,3899994.0,4.809,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:38.620,,,,,,
,,,,,,,,,,,,,,
329.0,1.0,отлично👍👏😆,2025-05-09 19:53:42.442,3900024.0,1.999,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:42.442,,,,,,
,,,,,,,,,,,,,,
330.0,1.0,спс,2025-05-09 19:53:44.886,3900150.0,1.702,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:53:44.886,,,,,,
,,,,,,,,,,,,,,
331.0,1.0,"Спасибо большое, все получила ",2025-05-09 19:53:51.675,3900408.0,3.768,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]",2025-05-09 19:53:51.675,,,,,,
,,,,,,,,,,,,,,
332.0,1.0,"Спасибо ,очень оперативно ",2025-05-09 19:53:54.931,3900525.0,2.536,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:53:54.931,,,,,,
,,,,,,,,,,,,,,
333.0,1.0,"благодарю мастера, всё объяснил и дал рекомендации",2025-05-09 19:54:01.872,3900539.0,9.871,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:21:21.994,,,,,,
,,,,,,,,,,,,,,
334.0,1.0,Ребята молодцы,2025-05-09 19:54:05.432,3900559.0,5.383,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:21:25.644,,,,,,
,,,,,,,,,,,,,,
335.0,1.0,Спасибо за оперативное решение,2025-05-09 19:54:08.125,3900602.0,1.991,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:54:08.125,,,,,,
,,,,,,,,,,,,,,
336.0,1.0,спасибо,2025-05-09 19:54:10.317,3900618.0,1.412,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:54:10.317,,,,,,
,,,,,,,,,,,,,,
337.0,1.0,"спасибо!_x000D__x000D_
",2025-05-09 19:54:12.475,3900686.0,1.593,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:54:12.475,,,,,,
,,,,,,,,,,,,,,
338.0,1.0,"оперативно, спасибо",2025-05-09 19:54:16.170,3900690.0,1.93,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:54:16.170,,,,,,
,,,,,,,,,,,,,,
339.0,1.0,Большое спасибо мастеру!,2025-05-09 19:54:25.066,3900869.0,7.076,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:21:40.409,,,,,,
,,,,,,,,,,,,,,
340.0,1.0,"к оказанию самой услуги и сантехнику претензий нет. а вот, то что отключения происходят регулярно - крайне негативно сказывается на впечатление о компании Самолет УК",2025-05-09 19:54:30.111,3900886.0,26.35,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""],[""Не удовлетворен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:21:56.130,,,,,,
,,,,,,,,,,,,,,
341.0,1.0,Спасибо!,2025-05-09 19:54:33.230,3901066.0,1.958,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:54:33.231,,,,,,
,,,,,,,,,,,,,,
342.0,1.0,спасибо! ,2025-05-09 19:55:30.988,3901093.0,1.825,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:55:30.988,,,,,,
,,,,,,,,,,,,,,
343.0,1.0,"Специалист компетентно объяснил, что необходимо сделать таких случаях! Игорь Золотухин 👍",2025-05-09 19:55:38.485,3901101.0,11.804,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""],[""Качество работы сотрудника""]]}]",2025-05-10 16:22:28.348,,,,,,
,,,,,,,,,,,,,,
344.0,1.0,Быстро и чётко,2025-05-09 19:55:41.797,3901168.0,2.624,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:55:41.797,,,,,,
,,,,,,,,,,,,,,
345.0,1.0,Всё хорошо,2025-05-09 19:55:44.023,3901182.0,1.581,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:55:44.024,,,,,,
,,,,,,,,,,,,,,
346.0,1.0,Владимир грамотно и здорово и быстро все сделал,2025-05-09 19:55:48.191,3901194.0,11.104,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 16:22:42.435,,,,,,
,,,,,,,,,,,,,,
347.0,1.0,Отличный сервис! ,2025-05-09 19:55:55.749,3901238.0,8.191,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Скорость ответа работника после запроса""],[""Компетентность работника в общение""],[""Качество работы сотрудника""]]}]",2025-05-10 16:22:48.009,,,,,,
,,,,,,,,,,,,,,
348.0,1.0,огромное спасибо,2025-05-09 19:55:58.176,3901247.0,1.696,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:55:58.176,,,,,,
,,,,,,,,,,,,,,
349.0,1.0,"Спасибо! Сервис работает, это самое главное :)",2025-05-09 19:56:03.972,3901257.0,12.256,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:23:03.364,,,,,,
,,,,,,,,,,,,,,
350.0,1.0,"Все отлично,позвонили,ответ предоставили ",2025-05-09 19:56:08.934,3901356.0,4.321,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:56:08.934,,,,,,
,,,,,,,,,,,,,,
351.0,1.0,Заявка была отработана в течение 5-ти минут.  Благодарю за оперативность!,2025-05-09 19:56:15.378,3901414.0,5.205,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Скорость ответа работника после запроса""],[""Вопрос решен""]]}]",2025-05-09 19:56:15.378,,,,,,
,,,,,,,,,,,,,,
352.0,1.0,"Все отлично, спасибо",2025-05-09 19:56:17.962,3901433.0,1.757,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:56:17.962,,,,,,
,,,,,,,,,,,,,,
353.0,1.0,Оперативное решение! Спасибо),2025-05-09 19:56:20.680,3901446.0,2.056,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""]]}]",2025-05-09 19:56:20.680,,,,,,
,,,,,,,,,,,,,,
354.0,1.0,"Татьяна оперативно решила вопрос,очень отзывчивая 👍",2025-05-09 19:56:26.048,3901616.0,6.811,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:23:18.682,,,,,,
,,,,,,,,,,,,,,
355.0,1.0,Все гуд,2025-05-09 19:56:28.323,3901836.0,1.589,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:56:28.323,,,,,,
,,,,,,,,,,,,,,
356.0,1.0,Все отлично.👍,2025-05-09 19:56:31.659,3901932.0,2.573,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:56:31.659,,,,,,
,,,,,,,,,,,,,,
357.0,1.0,"Поприветствовали, предложили присесть. Всё быстро оформили. Спасибо. ",2025-05-09 19:56:40.145,3901987.0,7.94,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Компетентность работника в общение""],[""Скорость выполненной работы""]]}]",2025-05-09 19:56:40.145,,,,,,
,,,,,,,,,,,,,,
358.0,1.0,"Спасибо что убрали надпись. Думал, будет аккуратнее ",2025-05-09 19:56:48.610,3902000.0,12.964,4.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не удовлетворен""],[""Не понравился результат""]]}]",2025-05-10 16:23:28.264,,,,,,
,,,,,,,,,,,,,,
359.0,1.0,все быстро и четко ,2025-05-09 19:56:51.337,3902088.0,2.022,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:56:51.337,,,,,,
,,,,,,,,,,,,,,
360.0,1.0,"Добрый день! Заявка была выполнена качественно, сотрудники грамотные,очень вежливые, большое им спасибо! ",2025-05-09 19:57:02.851,3902093.0,17.528,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""],[""Качество работы сотрудника""],[""Качество выполненной работы""]]}]",2025-05-10 16:23:37.739,,,,,,
,,,,,,,,,,,,,,
361.0,1.0,спасибо за помощь от подключившихся инженеров.,2025-05-09 19:57:06.698,3902383.0,8.597,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 16:23:45.509,,,,,,
,,,,,,,,,,,,,,
362.0,1.0,Замечательный мастер! Все очень оперативно и качественно. Добрый человек с золотыми руками! Огромное спасибо!!!,2025-05-09 19:57:14.251,3902482.0,10.629,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Скорость выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:23:50.076,,,,,,
,,,,,,,,,,,,,,
363.0,1.0,"Благодарю, хотя я уже давно просила и получаю на эл.почту, но почему-то ещё и бумажные получала.",2025-05-09 19:57:29.357,3902496.0,14.567,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:57:29.357,,,,,,
,,,,,,,,,,,,,,
364.0,1.0,Вопрос был решен оперативно) спасибо большое!,2025-05-09 19:57:34.272,3902529.0,4.317,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость ответа работника после запроса""],[""Скорость выполненной работы""]]}]",2025-05-09 19:57:34.272,,,,,,
,,,,,,,,,,,,,,
365.0,1.0,Молодцы!,2025-05-09 19:57:37.105,3902558.0,9.573,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:24:15.485,,,,,,
,,,,,,,,,,,,,,
366.0,1.0,Все ок ) спасибо ,2025-05-09 19:57:40.575,3902632.0,2.559,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:57:40.575,,,,,,
,,,,,,,,,,,,,,
367.0,1.0,"красавцы, быстро,  оперативно,  очень приятно в общении ",2025-05-09 19:57:44.742,3902786.0,9.344,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:24:22.735,,,,,,
,,,,,,,,,,,,,,
368.0,1.0,Хорошее обслуживание),2025-05-09 19:57:48.233,3902795.0,5.848,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:24:26.639,,,,,,
,,,,,,,,,,,,,,
369.0,1.0,Спасибо ,2025-05-09 19:57:50.574,3903165.0,1.518,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:57:50.574,,,,,,
,,,,,,,,,,,,,,
370.0,1.0,Спасибо!,2025-05-09 19:57:52.597,3903196.0,1.511,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:57:52.597,,,,,,
,,,,,,,,,,,,,,
371.0,1.0,спасибо за оперативность,2025-05-09 19:57:55.657,3903218.0,2.251,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""]]}]",2025-05-09 19:57:55.657,,,,,,
,,,,,,,,,,,,,,
372.0,1.0,спасибо!,2025-05-09 19:57:57.853,3903268.0,1.677,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:57:57.853,,,,,,
,,,,,,,,,,,,,,
373.0,1.0,Оперативно как всегда ,2025-05-09 19:58:00.415,3903272.0,2.008,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:00.415,,,,,,
,,,,,,,,,,,,,,
374.0,1.0,спасибо ,2025-05-09 19:58:02.786,3903277.0,1.584,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:58:02.786,,,,,,
,,,,,,,,,,,,,,
375.0,1.0,"Большое спасибо , оперативно поставили ограничители ",2025-05-09 19:58:06.613,3903349.0,2.367,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:06.613,,,,,,
,,,,,,,,,,,,,,
376.0,1.0,"одну звезду сняла за то,что отличается цвет плитки)",2025-05-09 19:58:10.928,3903374.0,16.244,4.0,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]",2025-05-10 16:24:46.980,,,,,,
,,,,,,,,,,,,,,
377.0,1.0,спасибо! быстро и оперативно,2025-05-09 19:58:13.558,3903406.0,2.056,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:13.558,,,,,,
,,,,,,,,,,,,,,
378.0,1.0,"Горячая вода появилась._x000D__x000D_
",2025-05-09 19:58:17.494,3903436.0,3.046,5.0,"[{""taxonomy"":[[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:17.494,,,,,,
,,,,,,,,,,,,,,
379.0,1.0,"Оперативно, спасибо_x000D__x000D_
",2025-05-09 19:58:21.663,3903453.0,3.539,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:21.663,,,,,,
,,,,,,,,,,,,,,
380.0,1.0,Спасибо за оперативность ,2025-05-09 19:58:24.036,3903479.0,1.766,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:24.036,,,,,,
,,,,,,,,,,,,,,
381.0,1.0,Спасибо за оперативность ,2025-05-09 19:58:27.461,3903480.0,2.713,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""]]}]",2025-05-09 19:58:27.461,,,,,,
,,,,,,,,,,,,,,
382.0,1.0,Спасибо большое за оперативность 🙌🏻🌸,2025-05-09 19:58:30.398,3903556.0,2.068,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:58:30.398,,,,,,
,,,,,,,,,,,,,,
383.0,1.0,Вот теперь молодцы ,2025-05-09 19:58:33.496,3903607.0,2.477,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:58:33.496,,,,,,
,,,,,,,,,,,,,,
384.0,1.0,все отлично бистро устранили мастер хороши,2025-05-09 19:58:43.722,3903626.0,12.077,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Скорость выполненной работы""],[""Качество работы сотрудника""]]}]",2025-05-10 16:24:56.940,,,,,,
,,,,,,,,,,,,,,
385.0,1.0,"спасибо, проблема была решена",2025-05-09 19:58:46.951,3903666.0,2.463,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:58:46.951,,,,,,
,,,,,,,,,,,,,,
386.0,1.0,"спасибо за оперативность и грамотный, развёрнутый ответ) _x000D__x000D_
",2025-05-09 19:58:53.098,3903709.0,4.274,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:58:53.098,,,,,,
,,,,,,,,,,,,,,
387.0,1.0,Спасибо большое! Заявка выполнена быстро и качественно!,2025-05-09 19:58:58.546,3903741.0,4.932,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Скорость ответа работника после запроса""],[""Вопрос решен""]]}]",2025-05-09 19:58:58.546,,,,,,
,,,,,,,,,,,,,,
388.0,1.0,Огромное спасибо ,2025-05-09 19:59:00.732,3903798.0,1.551,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:59:00.732,,,,,,
,,,,,,,,,,,,,,
389.0,1.0,Супер!!!,2025-05-09 19:59:02.846,3903951.0,1.553,5.0,"[{""taxonomy"":[[""Вопрос решен""]]}]",2025-05-09 19:59:02.846,,,,,,
,,,,,,,,,,,,,,
390.0,1.0,Выполнено быстро и качественно!,2025-05-09 19:59:06.564,3903997.0,3.182,5.0,"[{""taxonomy"":[[""Скорость выполненной работы""],[""Качество выполненной работы""],[""Вопрос решен""]]}]",2025-05-09 19:59:06.564,,,,,,
,,,,,,,,,,,,,,
391.0,1.0,Всё  понятно объяснили.,2025-05-09 19:59:08.871,3904073.0,1.741,5.0,"[{""taxonomy"":[[""Компетентность работника в общение""],[""Вопрос решен""]]}]",2025-05-09 19:59:08.871,,,,,,
,,,,,,,,,,,,,,
392.0,1.0,Большое спасибо Василию за проделанную работу!,2025-05-09 19:59:14.737,3904265.0,9.979,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество работы сотрудника""]]}]",2025-05-10 16:25:32.019,,,,,,
,,,,,,,,,,,,,,
393.0,1.0,"Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)",2025-05-09 19:59:19.313,3904421.0,14.263,5.0,"[{""taxonomy"":[[""Вопрос решен""],[""Качество выполненной работы""]]}]",2025-05-10 16:25:21.468,,,,,,
,,,,,,,,,,,,,,
